Name,Author,User Rating,Reviews,Price,Year,Genre
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925,6,2015,Non Fiction
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,2951,6,2015,Non Fiction
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,2426,8,2015,Non Fiction
All the Light We Cannot See,Anthony Doerr,4.6,36348,14,2015,Fiction
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921,9,2015,Non Fiction
Baby Touch and Feel: Animals,DK,4.6,5360,5,2015,Non Fiction
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909,11,2015,Non Fiction
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,15,2015,Non Fiction
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,2015,Non Fiction
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022,4,2015,Non Fiction
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871,5,2015,Non Fiction
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,2015,Fiction
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2134,5,2015,Non Fiction
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413,9,2015,Non Fiction
First 100 Words,Roger Priddy,4.7,17323,4,2015,Non Fiction
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2015,Fiction
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,19,2015,Fiction
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,14,2015,Fiction
Harry Potter Coloring Book,Scholastic,4.7,3564,9,2015,Non Fiction
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2015,Non Fiction
Humans of New York : Stories,Brandon Stanton,4.9,2812,17,2015,Non Fiction
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2015,Non Fiction
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,5,2015,Non Fiction
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2015,Non Fiction
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2015,Non Fiction
Love You Forever,Robert Munsch,4.8,18613,5,2015,Fiction
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2015,Non Fiction
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2015,Fiction
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7,2015,Fiction
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2015,Non Fiction
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,2015,Non Fiction
StrengthsFinder 2.0,Gallup,4.0,5069,17,2015,Non Fiction
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015,Non Fiction
The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction
The Girl on the Train,Paula Hawkins,4.1,79446,18,2015,Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015,Non Fiction
The Martian,Andy Weir,4.7,39459,9,2015,Fiction
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015,Fiction
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,2015,Non Fiction
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction
The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2015,Non Fiction
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015,Fiction
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,2015,Fiction
Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction
